
-- Action --
+---------+------------+---------------------+--------------------+
| ID      | Activity   | Domain              | Type               |
+-----------------+------------+---------------+---------------------+

-- Irreducible_Identifier --
+----------+------------------------+---------------------+
|   Number | Class                  | Domain              |
+==========+========================+=====================+
|        1 | Accessible Shaft Level | Elevator Management |
|        1 | Bank                   | Elevator Management |
|        1 | Bank Level             | Elevator Management |
|        1 | Bottom Bank Level      | Elevator Management |
|        1 | Building               | Elevator Management |
|        1 | Cabin                  | Elevator Management |
|        1 | Door                   | Elevator Management |
|        1 | Floor                  | Elevator Management |
|        2 | Floor                  | Elevator Management |
|        1 | Floor Service          | Elevator Management |
|        2 | Floor Service          | Elevator Management |
|        1 | Middle Bank Level      | Elevator Management |
|        1 | Shaft                  | Elevator Management |
|        1 | Shaft Level            | Elevator Management |
|        1 | Top Bank Level         | Elevator Management |
|        1 | Transfer               | Elevator Management |
+----------+------------------------+---------------------+

-- Iterated_Instance_Flow --
+------------+------------+---------------------+--------+
| Iterator   | Activity   | Domain              | Flow   |
+============+============+=====================+========+
| ACTN2      | A1         | Elevator Management | F5     |
+------------+------------+---------------------+--------+

-- Iterator --
+-------+------------+---------------------+--------------+
| ID    | Activity   | Domain              | Input_flow   |
+=======+============+=====================+==============+
| ACTN2 | A1         | Elevator Management | F4           |
+-------+------------+---------------------+--------------+

-- Labeled_Flow --
+------+------------+---------------------+-------------------------------------------------+
| ID   | Activity   | Domain              | Name                                            |
+======+============+=====================+=================================================+
| F1   | A1         | Elevator Management | me                                              |
| F2   | A1         | Elevator Management | calling floor                                   |
| F3   | A1         | Elevator Management | service dir                                     |
| F1   | A2         | Elevator Management | me                                              |
| F2   | A2         | Elevator Management | dir                                             |
| F1   | A3         | Elevator Management | me                                              |
| F1   | A4         | Elevator Management | me                                              |
| F2   | A4         | Elevator Management | aslevs                                          |
| F3   | A4         | Elevator Management | search dir                                      |
| F1   | A5         | Elevator Management | me                                              |
| F2   | A5         | Elevator Management | aslevs                                          |
| F1   | A6         | Elevator Management | me                                              |
| F2   | A6         | Elevator Management | calling floor                                   |
| F3   | A6         | Elevator Management | call dir                                        |
| F1   | A7         | Elevator Management | me                                              |
| F1   | A8         | Elevator Management | me                                              |
| F1   | A9         | Elevator Management | me                                              |
| F1   | A10        | Elevator Management | me                                              |
| F1   | A11        | Elevator Management | me                                              |
| F1   | A12        | Elevator Management | me                                              |
| F1   | A13        | Elevator Management | me                                              |
| F1   | A14        | Elevator Management | me                                              |
| F1   | A15        | Elevator Management | me                                              |
| F1   | A16        | Elevator Management | me                                              |
| F1   | A17        | Elevator Management | me                                              |
| F1   | A18        | Elevator Management | me                                              |
| F1   | A19        | Elevator Management | me                                              |
| F1   | A20        | Elevator Management | partition_instance                              |
| F1   | A21        | Elevator Management | partition_instance                              |
| F1   | A22        | Elevator Management | partition_instance                              |
| F1   | A23        | Elevator Management | partition_instance                              |
| F1   | A24        | Elevator Management | me                                              |
| F1   | A25        | Elevator Management | me                                              |
| F2   | A25        | Elevator Management | dir                                             |
| F1   | A26        | Elevator Management | me                                              |
| F2   | A26        | Elevator Management | dir                                             |
| F1   | A27        | Elevator Management | me                                              |
| F2   | A27        | Elevator Management | floor                                           |
| F1   | A28        | Elevator Management | me                                              |
| F2   | A28        | Elevator Management | new dest                                        |
| F1   | A29        | Elevator Management | me                                              |
| F2   | A29        | Elevator Management | new dest                                        |
| F1   | A30        | Elevator Management | me                                              |
| F1   | A31        | Elevator Management | me                                              |
| F1   | A32        | Elevator Management | me                                              |
| F1   | A33        | Elevator Management | me                                              |
| F1   | A34        | Elevator Management | me                                              |
| F2   | A34        | Elevator Management | nearest safe stop                               |
| F1   | A35        | Elevator Management | me                                              |
| F1   | A36        | Elevator Management | me                                              |
| F1   | A37        | Elevator Management | me                                              |
| F1   | A38        | Elevator Management | me                                              |
| F1   | A39        | Elevator Management | me                                              |
| F1   | A40        | Elevator Management | me                                              |
| F1   | A41        | Elevator Management | me                                              |
| F2   | A41        | Elevator Management | dir                                             |
| F1   | A42        | Elevator Management | me                                              |
| F1   | A43        | Elevator Management | me                                              |
| F1   | A44        | Elevator Management | me                                              |
| F1   | A45        | Elevator Management | me                                              |
| F2   | A45        | Elevator Management | dir                                             |
| F1   | A46        | Elevator Management | me                                              |
| F1   | A47        | Elevator Management | me                                              |
| F2   | A47        | Elevator Management | new dest                                        |
| F1   | A48        | Elevator Management | me                                              |
| F1   | A49        | Elevator Management | me                                              |
| F1   | A50        | Elevator Management | me                                              |
| F2   | A50        | Elevator Management | new dest                                        |
| F1   | A51        | Elevator Management | me                                              |
| F2   | A51        | Elevator Management | updated dest                                    |
| F1   | A52        | Elevator Management | me                                              |
| F1   | A53        | Elevator Management | me                                              |
| F1   | A54        | Elevator Management | me                                              |
| F1   | A55        | Elevator Management | me                                              |
| F1   | A56        | Elevator Management | me                                              |
| F1   | A57        | Elevator Management | me                                              |
| F3   | A2         | Elevator Management | shaft aslevs                                    |
| F5   | A2         | Elevator Management | stop here floors                                |
| F8   | A2         | Elevator Management | calling floors                                  |
| F12  | A2         | Elevator Management | destination heights                             |
| F14  | A2         | Elevator Management | current floor height                            |
| F16  | A2         | Elevator Management | _13_nearest dest                                |
| F18  | A2         | Elevator Management | _15_nearest dest                                |
| F19  | A2         | Elevator Management | nearest dest                                    |
| F20  | A2         | Elevator Management | _up                                             |
| F21  | A2         | Elevator Management | _down                                           |
| F2   | A3         | Elevator Management | my direction                                    |
| F3   | A3         | Elevator Management | fwd dest                                        |
| F5   | A3         | Elevator Management | my opposite direction                           |
| F6   | A3         | Elevator Management | rev dest                                        |
| F7   | A3         | Elevator Management | _not <F6>                                       |
| F8   | A3         | Elevator Management | _8_true                                         |
| F9   | A3         | Elevator Management | _9_true                                         |
| F10  | A3         | Elevator Management | _9_false                                        |
| F5   | A4         | Elevator Management | requested stop count                            |
| F9   | A4         | Elevator Management | floor call count                                |
| F10  | A4         | Elevator Management | _<F5> + <F9>                                    |
| F5   | A5         | Elevator Management | floor calls either dir                          |
| F7   | A5         | Elevator Management | stops without calls                             |
| F10  | A5         | Elevator Management | _<F8> + <F9>                                    |
| F6   | A6         | Elevator Management | calling floor name                              |
| F7   | A6         | Elevator Management | calling height                                  |
| F9   | A6         | Elevator Management | cabin floor name                                |
| F10  | A6         | Elevator Management | cabin height                                    |
| F13  | A6         | Elevator Management | all serviceable floors                          |
| F15  | A6         | Elevator Management | top floor height                                |
| F17  | A6         | Elevator Management | bottom floor height                             |
| F20  | A6         | Elevator Management | floor gap                                       |
| F21  | A6         | Elevator Management | calling up                                      |
| F22  | A6         | Elevator Management | calling down                                    |
| F23  | A6         | Elevator Management | cabin high                                      |
| F24  | A6         | Elevator Management | cabin low                                       |
| F25  | A6         | Elevator Management | behind the call arrow                           |
| F27  | A6         | Elevator Management | dir match                                       |
| F28  | A6         | Elevator Management | _<F10> < <F7>                                   |
| F29  | A6         | Elevator Management | _<F27> and <F25>                                |
| F30  | A6         | Elevator Management | _<F10> < <F7>                                   |
| F32  | A6         | Elevator Management | _23_countable aslevs                            |
| F34  | A6         | Elevator Management | _25_countable aslevs                            |
| F35  | A6         | Elevator Management | countable aslevs                                |
| F36  | A6         | Elevator Management | _27_true                                        |
| F37  | A6         | Elevator Management | _27_false                                       |
| F39  | A6         | Elevator Management | num stops                                       |
| F40  | A6         | Elevator Management | distance                                        |
| F41  | A6         | Elevator Management | _31_true                                        |
| F42  | A6         | Elevator Management | _32_true                                        |
| F43  | A6         | Elevator Management | _<F27> and ( not <F25> )                        |
| F44  | A6         | Elevator Management | _34_turn1                                       |
| F45  | A6         | Elevator Management | _35_turn2                                       |
| F46  | A6         | Elevator Management | _36_turn1                                       |
| F47  | A6         | Elevator Management | turn1                                           |
| F48  | A6         | Elevator Management | _38_turn2                                       |
| F49  | A6         | Elevator Management | turn2                                           |
| F50  | A6         | Elevator Management | _40_true                                        |
| F51  | A6         | Elevator Management | _40_false                                       |
| F52  | A6         | Elevator Management | _<F10> < <F7>                                   |
| F54  | A6         | Elevator Management | _43_countable aslevs to turn1                   |
| F56  | A6         | Elevator Management | _45_countable aslevs to turn1                   |
| F57  | A6         | Elevator Management | countable aslevs to turn1                       |
| F58  | A6         | Elevator Management | _47_true                                        |
| F59  | A6         | Elevator Management | _47_false                                       |
| F60  | A6         | Elevator Management | num turn1 stops                                 |
| F61  | A6         | Elevator Management | _Integer_2                                      |
| F62  | A6         | Elevator Management | turn1 roundtrip distance                        |
| F63  | A6         | Elevator Management | _<F10> < <F7>                                   |
| F65  | A6         | Elevator Management | _53_countable aslevs to calling floor reverse   |
| F67  | A6         | Elevator Management | _55_countable aslevs to calling floor reverse   |
| F68  | A6         | Elevator Management | countable aslevs to calling floor reverse       |
| F69  | A6         | Elevator Management | _57_true                                        |
| F70  | A6         | Elevator Management | _57_false                                       |
| F73  | A6         | Elevator Management | num reverse to calling floor stops              |
| F74  | A6         | Elevator Management | distance to calling floor reverse               |
| F75  | A6         | Elevator Management | _<F10> < <F7>                                   |
| F77  | A6         | Elevator Management | _64_countable aslevs to turn2                   |
| F79  | A6         | Elevator Management | _66_countable aslevs to turn2                   |
| F80  | A6         | Elevator Management | countable aslevs to turn2                       |
| F81  | A6         | Elevator Management | _68_true                                        |
| F82  | A6         | Elevator Management | _68_false                                       |
| F83  | A6         | Elevator Management | num turn2 stops                                 |
| F84  | A6         | Elevator Management | _Integer_2                                      |
| F85  | A6         | Elevator Management | turn2 roundtrip distance                        |
| F86  | A6         | Elevator Management | _72_true                                        |
| F87  | A6         | Elevator Management | _( not <F27> ) and <F25>                        |
| F88  | A6         | Elevator Management | _74_turn                                        |
| F89  | A6         | Elevator Management | _75_turn                                        |
| F90  | A6         | Elevator Management | turn                                            |
| F91  | A6         | Elevator Management | _77_true                                        |
| F92  | A6         | Elevator Management | _77_false                                       |
| F93  | A6         | Elevator Management | _<F10> > <F7>                                   |
| F95  | A6         | Elevator Management | _80_countable aslevs to turn                    |
| F97  | A6         | Elevator Management | _82_countable aslevs to turn                    |
| F98  | A6         | Elevator Management | countable aslevs to turn                        |
| F99  | A6         | Elevator Management | _84_true                                        |
| F100 | A6         | Elevator Management | _84_false                                       |
| F101 | A6         | Elevator Management | num turn stops                                  |
| F102 | A6         | Elevator Management | _Integer_2                                      |
| F103 | A6         | Elevator Management | turn roundtrip distance                         |
| F104 | A6         | Elevator Management | _<F10> > <F7>                                   |
| F106 | A6         | Elevator Management | _90_countable aslevs to calling floor           |
| F108 | A6         | Elevator Management | _92_countable aslevs to calling floor           |
| F109 | A6         | Elevator Management | countable aslevs to calling floor               |
| F110 | A6         | Elevator Management | _94_true                                        |
| F111 | A6         | Elevator Management | _94_false                                       |
| F114 | A6         | Elevator Management | num stops to calling floor                      |
| F115 | A6         | Elevator Management | reverse distance to calling floor               |
| F116 | A6         | Elevator Management | num stops                                       |
| F117 | A6         | Elevator Management | distance                                        |
| F118 | A6         | Elevator Management | _101_true                                       |
| F119 | A6         | Elevator Management | _( not <F27> ) and ( not <F25> )                |
| F120 | A6         | Elevator Management | _<F10> > <F7>                                   |
| F122 | A6         | Elevator Management | _105_countable aslevs to calling floor reverse4 |
| F124 | A6         | Elevator Management | _107_countable aslevs to calling floor reverse4 |
| F125 | A6         | Elevator Management | countable aslevs to calling floor reverse4      |
| F126 | A6         | Elevator Management | _109_true                                       |
| F127 | A6         | Elevator Management | _109_false                                      |
| F130 | A6         | Elevator Management | num reverse to calling floor stops4             |
| F131 | A6         | Elevator Management | distance to calling floor reverse4              |
| F132 | A6         | Elevator Management | _114_turn4                                      |
| F133 | A6         | Elevator Management | _115_turn4                                      |
| F134 | A6         | Elevator Management | turn4                                           |
| F135 | A6         | Elevator Management | _117_true                                       |
| F136 | A6         | Elevator Management | _117_false                                      |
| F137 | A6         | Elevator Management | _<F10> > <F7>                                   |
| F139 | A6         | Elevator Management | _120_countable aslevs to turn4                  |
| F141 | A6         | Elevator Management | _122_countable aslevs to turn4                  |
| F142 | A6         | Elevator Management | countable aslevs to turn4                       |
| F143 | A6         | Elevator Management | _124_true                                       |
| F144 | A6         | Elevator Management | _124_false                                      |
| F145 | A6         | Elevator Management | num stops to turn                               |
| F146 | A6         | Elevator Management | _Integer_2                                      |
| F147 | A6         | Elevator Management | distance to turn                                |
| F148 | A6         | Elevator Management | num stops4                                      |
| F149 | A6         | Elevator Management | distance4                                       |
| F152 | A6         | Elevator Management | transit delay                                   |
| F155 | A6         | Elevator Management | stop delay                                      |
| F156 | A6         | Elevator Management | _136_true                                       |
| F157 | A6         | Elevator Management | _<F152> + <F155>                                |
| F2   | A8         | Elevator Management | my Bank                                         |
| F4   | A8         | Elevator Management | _3_delay                                        |
| F5   | A8         | Elevator Management | _4_delay                                        |
| F6   | A8         | Elevator Management | _5_true                                         |
| F7   | A8         | Elevator Management | _5_false                                        |
| F8   | A8         | Elevator Management | delay                                           |
| F3   | A10        | Elevator Management | _not <F2>                                       |
| F4   | A10        | Elevator Management | _4_true                                         |
| F7   | A12        | Elevator Management | _9_true                                         |
| F7   | A14        | Elevator Management | _<F4> > <F6>                                    |
| F10  | A14        | Elevator Management | _13_true                                        |
| F11  | A14        | Elevator Management | _13_false                                       |
| F3   | A17        | Elevator Management | _4_true                                         |
| F4   | A17        | Elevator Management | _4_false                                        |
| F2   | A21        | Elevator Management | cabin in shaft                                  |
| F3   | A21        | Elevator Management | destination aslev                               |
| F3   | A58        | Elevator Management | _R53_ref_1                                      |
| F4   | A21        | Elevator Management | _6_true                                         |
| F5   | A21        | Elevator Management | _6_false                                        |
| F2   | A23        | Elevator Management | cabin in shaft                                  |
| F3   | A23        | Elevator Management | fwd                                             |
| F4   | A23        | Elevator Management | xfer                                            |
| F6   | A23        | Elevator Management | call in progress                                |
| F7   | A23        | Elevator Management | fwd dest                                        |
| F8   | A23        | Elevator Management | _7_dest aslev                                   |
| F9   | A23        | Elevator Management | _not <F6>                                       |
| F10  | A23        | Elevator Management | rev                                             |
| F11  | A23        | Elevator Management | rev dest                                        |
| F12  | A23        | Elevator Management | _12_true                                        |
| F13  | A23        | Elevator Management | _13_dest aslev                                  |
| F14  | A23        | Elevator Management | dest aslev                                      |
| F15  | A23        | Elevator Management | _15_true                                        |
| F16  | A23        | Elevator Management | _16_true                                        |
| F17  | A23        | Elevator Management | _16_false                                       |
| F18  | A23        | Elevator Management | dest floor                                      |
| F20  | A23        | Elevator Management | _<F18> != <F19>                                 |
| F21  | A23        | Elevator Management | _21_true                                        |
| F22  | A23        | Elevator Management | _22_true                                        |
| F3   | A25        | Elevator Management | _<F2> == <down>                                 |
| F7   | A25        | Elevator Management | _6_true                                         |
| F8   | A25        | Elevator Management | _<F2> == <up>                                   |
| F12  | A25        | Elevator Management | _12_true                                        |
| F19  | A25        | Elevator Management | _up                                             |
| F20  | A25        | Elevator Management | _down                                           |
| F21  | A25        | Elevator Management | _Top Bank Level                                 |
| F22  | A25        | Elevator Management | _Bottom Bank Level                              |
| F23  | A25        | Elevator Management | _Middle Bank Level                              |
| F15  | A26        | Elevator Management | _up                                             |
| F16  | A26        | Elevator Management | _down                                           |
| F17  | A26        | Elevator Management | _Top Bank Level                                 |
| F18  | A26        | Elevator Management | _Bottom Bank Level                              |
| F19  | A26        | Elevator Management | _Middle Bank Level                              |
| F2   | A31        | Elevator Management | my door                                         |
| F6   | A32        | Elevator Management | _<F3> == <F5>                                   |
| F7   | A32        | Elevator Management | _8_true                                         |
| F8   | A32        | Elevator Management | _8_false                                        |
| F6   | A33        | Elevator Management | _<F5>                                           |
| F7   | A33        | Elevator Management | _9_true                                         |
| F5   | A41        | Elevator Management | _R49_ref_1                                      |
| F4   | A44        | Elevator Management | _5_true                                         |
| F5   | A44        | Elevator Management | _5_false                                        |
| F6   | A52        | Elevator Management | call behind                                     |
| F10  | A52        | Elevator Management | call fwd                                        |
| F13  | A52        | Elevator Management | switch dir                                      |
| F17  | A52        | Elevator Management | _17_true                                        |
| F8   | A53        | Elevator Management | pending floor service                           |
| F10  | A53        | Elevator Management | _14_true                                        |
| F11  | A53        | Elevator Management | _14_false                                       |
+------+------------+---------------------+-------------------------------------------------+

-- Lifecycle --
+------------------------+---------------------+
| Class                  | Domain              |
+========================+=====================+
| Door                   | Elevator Management |
| Floor Service          | Elevator Management |
| Bank Level             | Elevator Management |
| Cabin                  | Elevator Management |
| Accessible Shaft Level | Elevator Management |
| Transfer               | Elevator Management |
+------------------------+---------------------+

-- Lifecycle_Activity --
+--------+---------------------+---------------------------+
| Anum   | Domain              | Executing_instance_flow   |
+========+=====================+===========================+
| A7     | Elevator Management | F1                        |
| A8     | Elevator Management | F1                        |
| A9     | Elevator Management | F1                        |
| A10    | Elevator Management | F1                        |
| A11    | Elevator Management | F1                        |
| A12    | Elevator Management | F1                        |
| A13    | Elevator Management | F1                        |
| A14    | Elevator Management | F1                        |
| A15    | Elevator Management | F1                        |
| A16    | Elevator Management | F1                        |
| A17    | Elevator Management | F1                        |
| A18    | Elevator Management | F1                        |
| A19    | Elevator Management | F1                        |
| A24    | Elevator Management | F1                        |
| A25    | Elevator Management | F1                        |
| A26    | Elevator Management | F1                        |
| A27    | Elevator Management | F1                        |
| A28    | Elevator Management | F1                        |
| A29    | Elevator Management | F1                        |
| A30    | Elevator Management | F1                        |
| A31    | Elevator Management | F1                        |
| A32    | Elevator Management | F1                        |
| A33    | Elevator Management | F1                        |
| A34    | Elevator Management | F1                        |
| A35    | Elevator Management | F1                        |
| A36    | Elevator Management | F1                        |
| A37    | Elevator Management | F1                        |
| A38    | Elevator Management | F1                        |
| A39    | Elevator Management | F1                        |
| A40    | Elevator Management | F1                        |
| A41    | Elevator Management | F1                        |
| A42    | Elevator Management | F1                        |
| A43    | Elevator Management | F1                        |
| A44    | Elevator Management | F1                        |
| A45    | Elevator Management | F1                        |
| A46    | Elevator Management | F1                        |
| A47    | Elevator Management | F1                        |
| A48    | Elevator Management | F1                        |
| A49    | Elevator Management | F1                        |
| A50    | Elevator Management | F1                        |
| A51    | Elevator Management | F1                        |
| A52    | Elevator Management | F1                        |
| A53    | Elevator Management | F1                        |
| A54    | Elevator Management | F1                        |
| A55    | Elevator Management | F1                        |
| A56    | Elevator Management | F1                        |
| A57    | Elevator Management | F1                        |
+--------+---------------------+---------------------------+

-- Lineage --
+--------+---------------------+
| Lnum   | Domain              |
+========+=====================+
| L1     | Elevator Management |
| L2     | Elevator Management |
| L3     | Elevator Management |
+--------+---------------------+

-- Local_Create_Action --
+-------+------------+---------------------+---------------------+
| ID    | Activity   | Domain              | New_instance_flow   |
+=======+============+=====================+=====================+
| ACTN1 | A41        | Elevator Management | F3                  |
+-------+------------+---------------------+---------------------+

-- Loop_Segment --
+--------+--------+----------+
| Loop   | Rnum   | Domain   |
+========+========+==========+
+--------+--------+----------+

-- Many_Select --
+-------+------------+---------------------+---------------+
| ID    | Activity   | Domain              | Output_flow   |
+=======+============+=====================+===============+
| ACTN2 | A2         | Elevator Management | F4            |
| ACTN5 | A2         | Elevator Management | F7            |
| ACTN1 | A4         | Elevator Management | F4            |
| ACTN3 | A4         | Elevator Management | F6            |
| ACTN5 | A4         | Elevator Management | F8            |
| ACTN3 | A5         | Elevator Management | F6            |
| ACTN5 | A45        | Elevator Management | F5            |
| ACTN3 | A55        | Elevator Management | F5            |
+-------+------------+---------------------+---------------+

-- Match_Value --
+-------------+------------+---------------------+-------------------+
| Case_flow   | Activity   | Domain              | Value             |
+=============+============+=====================+===================+
| F20         | A2         | Elevator Management | up                |
| F21         | A2         | Elevator Management | down              |
| F19         | A25        | Elevator Management | up                |
| F20         | A25        | Elevator Management | down              |
| F21         | A25        | Elevator Management | Top Bank Level    |
| F22         | A25        | Elevator Management | Bottom Bank Level |
| F23         | A25        | Elevator Management | Middle Bank Level |
| F15         | A26        | Elevator Management | up                |
| F16         | A26        | Elevator Management | down              |
| F17         | A26        | Elevator Management | Top Bank Level    |
| F18         | A26        | Elevator Management | Bottom Bank Level |
| F19         | A26        | Elevator Management | Middle Bank Level |
+-------------+------------+---------------------+-------------------+

-- Method --
+--------+-----------------------+------------+---------------------+---------------------------+
| Anum   | Name                  | Class      | Domain              | Executing_instance_flow   |
+========+=======================+============+=====================+===========================+
| A1     | Choose shaft          | Bank Level | Elevator Management | F1                        |
| A2     | Ping                  | Cabin      | Elevator Management | F1                        |
| A3     | Ping both ways        | Cabin      | Elevator Management | F1                        |
| A4     | Count stops oneway    | Cabin      | Elevator Management | F1                        |
| A5     | Count stops roundtrip | Cabin      | Elevator Management | F1                        |
| A6     | Estimate delay        | Cabin      | Elevator Management | F1                        |
+--------+-----------------------+------------+---------------------+---------------------------+

-- Method_Call --
+---------+------------+---------------------+----------+-----------------+
| ID      | Activity   | Domain              | Method   | Instance_flow   |
+=========+============+=====================+==========+=================+
| ACTN3   | A1         | Elevator Management | A6       | F5              |
| ACTN2   | A3         | Elevator Management | A2       | F1              |
| ACTN5   | A3         | Elevator Management | A2       | F1              |
| ACTN28  | A6         | Elevator Management | A4       | F1              |
| ACTN48  | A6         | Elevator Management | A5       | F1              |
| ACTN58  | A6         | Elevator Management | A4       | F1              |
| ACTN69  | A6         | Elevator Management | A5       | F1              |
| ACTN85  | A6         | Elevator Management | A5       | F1              |
| ACTN95  | A6         | Elevator Management | A4       | F1              |
| ACTN110 | A6         | Elevator Management | A4       | F1              |
| ACTN125 | A6         | Elevator Management | A5       | F1              |
| ACTN2   | A21        | Elevator Management | A3       | F2              |
| ACTN6   | A23        | Elevator Management | A2       | F2              |
| ACTN10  | A23        | Elevator Management | A2       | F2              |
| ACTN27  | A25        | Elevator Management | A1       | F1              |
+---------+------------+---------------------+----------+-----------------+

-- Method_Call_Output --
+---------------+------------+---------------------+-----------------+--------+
| Method_call   | Activity   | Domain              | Target_method   | Flow   |
+===============+============+=====================+=================+========+
| ACTN3         | A1         | Elevator Management | A6              | F6     |
| ACTN2         | A3         | Elevator Management | A2              | F3     |
| ACTN5         | A3         | Elevator Management | A2              | F6     |
| ACTN28        | A6         | Elevator Management | A4              | F39    |
| ACTN48        | A6         | Elevator Management | A5              | F60    |
| ACTN58        | A6         | Elevator Management | A4              | F73    |
| ACTN69        | A6         | Elevator Management | A5              | F83    |
| ACTN85        | A6         | Elevator Management | A5              | F101   |
| ACTN95        | A6         | Elevator Management | A4              | F114   |
| ACTN110       | A6         | Elevator Management | A4              | F130   |
| ACTN125       | A6         | Elevator Management | A5              | F145   |
| ACTN2         | A21        | Elevator Management | A3              | F3     |
| ACTN6         | A23        | Elevator Management | A2              | F7     |
| ACTN10        | A23        | Elevator Management | A2              | F11    |
| ACTN27        | A25        | Elevator Management | A1              | F28    |
+---------------+------------+---------------------+-----------------+--------+

-- Method_Call_Parameter --
+---------------+------------+---------------+-------------+---------------------+--------+
| Method_call   | Activity   | Parameter     | Signature   | Domain              | Flow   |
+===============+============+===============+=============+=====================+========+
| ACTN3         | A1         | calling floor | SIG6        | Elevator Management | F2     |
| ACTN3         | A1         | call dir      | SIG6        | Elevator Management | F3     |
| ACTN2         | A3         | dir           | SIG2        | Elevator Management | F2     |
| ACTN5         | A3         | dir           | SIG2        | Elevator Management | F5     |
| ACTN28        | A6         | aslevs        | SIG4        | Elevator Management | F35    |
| ACTN28        | A6         | search dir    | SIG4        | Elevator Management | F38    |
| ACTN48        | A6         | aslevs        | SIG5        | Elevator Management | F57    |
| ACTN58        | A6         | aslevs        | SIG4        | Elevator Management | F68    |
| ACTN58        | A6         | search dir    | SIG4        | Elevator Management | F72    |
| ACTN69        | A6         | aslevs        | SIG5        | Elevator Management | F80    |
| ACTN85        | A6         | aslevs        | SIG5        | Elevator Management | F98    |
| ACTN95        | A6         | aslevs        | SIG4        | Elevator Management | F109   |
| ACTN95        | A6         | search dir    | SIG4        | Elevator Management | F113   |
| ACTN110       | A6         | aslevs        | SIG4        | Elevator Management | F125   |
| ACTN110       | A6         | search dir    | SIG4        | Elevator Management | F129   |
| ACTN125       | A6         | aslevs        | SIG5        | Elevator Management | F142   |
| ACTN6         | A23        | dir           | SIG2        | Elevator Management | F3     |
| ACTN10        | A23        | dir           | SIG2        | Elevator Management | F10    |
| ACTN27        | A25        | calling floor | SIG1        | Elevator Management | F27    |
| ACTN27        | A25        | service dir   | SIG1        | Elevator Management | F2     |
+---------------+------------+---------------+-------------+---------------------+--------+

-- Method_Extender --
+-------+------------+---------------------+---------------+
| ID    | Activity   | Domain              | Method_call   |
+=======+============+=====================+===============+
| ACTN2 | A1         | Elevator Management | ACTN3         |
+-------+------------+---------------------+---------------+

-- Method_Signature --
+----------+-----------------------+------------+---------------------+
| SIGnum   | Method                | Class      | Domain              |
+==========+=======================+============+=====================+
| SIG1     | Choose shaft          | Bank Level | Elevator Management |
| SIG2     | Ping                  | Cabin      | Elevator Management |
| SIG3     | Ping both ways        | Cabin      | Elevator Management |
| SIG4     | Count stops oneway    | Cabin      | Elevator Management |
| SIG5     | Count stops roundtrip | Cabin      | Elevator Management |
| SIG6     | Estimate delay        | Cabin      | Elevator Management |
+----------+-----------------------+------------+---------------------+

-- Minimal_Partition --
+--------+---------------------+----------------+-------------------+
| Rnum   | Domain              | A_subclass     | B_subclass        |
+========+=====================+================+===================+
| R38    | Elevator Management | Top Bank Level | Middle Bank Level |
+--------+---------------------+----------------+-------------------+

-- Model_Attribute --
+-----------------------+---------------------------------------------------------------------------------------------+---------------------+
| Name                  | Non_scalar_type                                                                             | Domain              |
+=======================+=============================================================================================+=====================+
| Floor                 | Accessible Shaft Level                                                                      | Elevator Management |
| Shaft                 | Accessible Shaft Level                                                                      | Elevator Management |
| Bank                  | Accessible Shaft Level                                                                      | Elevator Management |
| Stop requested        | Accessible Shaft Level                                                                      | Elevator Management |
| Name                  | Bank                                                                                        | Elevator Management |
| Passenger load time   | Bank                                                                                        | Elevator Management |
| Block clear time      | Bank                                                                                        | Elevator Management |
| Max close attempts    | Bank                                                                                        | Elevator Management |
| Average cabin speed   | Bank                                                                                        | Elevator Management |
| Average stop duration | Bank                                                                                        | Elevator Management |
| Bank                  | Bank Level                                                                                  | Elevator Management |
